date,StartPoint,Gyeonggi,Chungcheong,Jeolla,Gyeongsang,Gangwon
20140114,JEOLLA,2447.0,3586.0,102840.0,9877.0,409.0
20140115,CHUNGCHEONG,83385.0,136118.0,4051.0,4938.0,5259.0
20140115,GANGWON,37513.0,4748.0,437.0,1007.0,62136.0
20140115,GYEONGGI,552289.0,83736.0,2720.0,6340.0,38562.0
20140115,GYEONGSANG,6859.0,4445.0,10710.0,381702.0,916.0
20140115,JEOLLA,2530.0,3805.0,104003.0,10472.0,399.0
20140116,CHUNGCHEONG,84286.0,135237.0,4136.0,4897.0,5343.0
20140116,GANGWON,38739.0,4812.0,404.0,951.0,63480.0
20140116,GYEONGGI,552273.0,84969.0,2678.0,6117.0,40241.0
20140116,GYEONGSANG,6830.0,4582.0,11107.0,382812.0,988.0
20140116,JEOLLA,2657.0,3745.0,108024.0,10532.0,440.0
20140117,CHUNGCHEONG,96836.0,147376.0,5202.0,5834.0,6641.0
20140117,GANGWON,45286.0,5471.0,554.0,1123.0,72586.0
20140117,GYEONGGI,572697.0,91118.0,3601.0,7439.0,52998.0
20140117,GYEONGSANG,8508.0,5478.0,12724.0,402757.0,1296.0
20140117,JEOLLA,3422.0,4487.0,121158.0,12357.0,514.0
20140118,CHUNGCHEONG,94605.0,128165.0,5274.0,5264.0,7022.0
20140118,GANGWON,53695.0,5439.0,520.0,1015.0,88957.0
20140118,GYEONGGI,494879.0,92694.0,4354.0,7197.0,64659.0
20140118,GYEONGSANG,6882.0,4851.0,14053.0,384921.0,1324.0
20140118,JEOLLA,3230.0,4570.0,123483.0,12871.0,469.0
20140119,CHUNGCHEONG,81096.0,101345.0,3900.0,3867.0,4859.0
20140119,GANGWON,57277.0,5394.0,453.0,1192.0,81427.0
20140119,GYEONGGI,379265.0,81428.0,2818.0,5560.0,43549.0
20140119,GYEONGSANG,7297.0,4858.0,12101.0,329977.0,915.0
20140119,JEOLLA,4403.0,4723.0,106835.0,12866.0,476.0
20140120,CHUNGCHEONG,71475.0,129892.0,3500.0,4090.0,4959.0
20140120,GANGWON,34448.0,4620.0,346.0,787.0,56826.0
20140120,GYEONGGI,483751.0,81169.0,2432.0,5430.0,34171.0
20140120,GYEONGSANG,5615.0,4037.0,10810.0,378986.0,871.0
20140120,JEOLLA,2455.0,3490.0,105056.0,10357.0,397.0
20140121,CHUNGCHEONG,75747.0,128480.0,3574.0,4616.0,4777.0
20140121,GANGWON,32561.0,4396.0,344.0,1014.0,53461.0
20140121,GYEONGGI,519047.0,77308.0,2329.0,6118.0,32904.0
20140121,GYEONGSANG,6356.0,4314.0,10448.0,379808.0,960.0
20140121,JEOLLA,2064.0,3094.0,92005.0,9789.0,351.0
20140122,CHUNGCHEONG,82623.0,137364.0,3994.0,4809.0,4928.0
20140122,GANGWON,35911.0,4521.0,356.0,932.0,56514.0
20140122,GYEONGGI,547029.0,83258.0,2520.0,6248.0,36365.0
20140122,GYEONGSANG,6439.0,4318.0,10802.0,386187.0,920.0
20140122,JEOLLA,2498.0,3576.0,105289.0,10508.0,366.0
20140123,CHUNGCHEONG,87096.0,141372.0,4268.0,5031.0,5431.0
20140123,GANGWON,37875.0,4894.0,383.0,991.0,63145.0
20140123,GYEONGGI,562292.0,86718.0,2757.0,6338.0,38851.0
20140123,GYEONGSANG,6918.0,4793.0,11237.0,388288.0,1016.0
20140123,JEOLLA,2683.0,3989.0,108574.0,10664.0,418.0
20140124,CHUNGCHEONG,99255.0,150756.0,5044.0,5672.0,6293.0
20140124,GANGWON,43439.0,5291.0,465.0,1064.0,68950.0
20140124,GYEONGGI,588425.0,91590.0,3436.0,6830.0,49364.0
20140124,GYEONGSANG,8028.0,5254.0,12258.0,405524.0,1177.0
20140124,JEOLLA,3199.0,4486.0,117868.0,11937.0,484.0
20140125,CHUNGCHEONG,85312.0,119914.0,4576.0,4579.0,5990.0
20140125,GANGWON,45907.0,4718.0,421.0,952.0,70575.0
20140125,GYEONGGI,459383.0,82252.0,3818.0,6275.0,53882.0
20140125,GYEONGSANG,5998.0,4210.0,12359.0,362999.0,1007.0
20140125,JEOLLA,2824.0,3922.0,111240.0,11100.0,431.0
20140126,CHUNGCHEONG,70045.0,94141.0,3199.0,3017.0,4134.0
20140126,GANGWON,50007.0,4641.0,384.0,859.0,58985.0
20140126,GYEONGGI,361135.0,71975.0,2437.0,4358.0,37041.0
20140126,GYEONGSANG,5446.0,3697.0,10099.0,301564.0,659.0
20140126,JEOLLA,3466.0,3868.0,99507.0,10495.0,368.0
20140127,CHUNGCHEONG,85669.0,143749.0,4001.0,4347.0,5274.0
20140127,GANGWON,39733.0,4967.0,403.0,784.0,65092.0
20140127,GYEONGGI,570762.0,95579.0,2964.0,5591.0,41057.0
20140127,GYEONGSANG,5864.0,4130.0,10849.0,405528.0,938.0
20140127,JEOLLA,2693.0,3618.0,115178.0,10435.0,389.0
20140128,CHUNGCHEONG,91407.0,144825.0,5064.0,5527.0,5170.0
20140128,GANGWON,40472.0,4937.0,560.0,1128.0,63444.0
20140128,GYEONGGI,580387.0,89824.0,5262.0,7898.0,39631.0
20140128,GYEONGSANG,8697.0,5224.0,12059.0,407528.0,1155.0
20140128,JEOLLA,3061.0,3683.0,112591.0,10812.0,436.0
20140129,CHUNGCHEONG,80819.0,134820.0,11530.0,11270.0,7136.0
20140129,GANGWON,36779.0,3159.0,637.0,1995.0,76949.0
20140129,GYEONGGI,512501.0,75119.0,16562.0,14475.0,68762.0
20140129,GYEONGSANG,10073.0,5757.0,18652.0,403242.0,1686.0
20140129,JEOLLA,4014.0,3896.0,138277.0,12372.0,566.0
20140130,CHUNGCHEONG,67225.0,93099.0,16644.0,15067.0,5983.0
20140130,GANGWON,32466.0,2419.0,598.0,2290.0,84729.0
20140130,GYEONGGI,340364.0,90696.0,24638.0,21158.0,73632.0
20140130,GYEONGSANG,8614.0,5674.0,22249.0,333579.0,2143.0
20140130,JEOLLA,4575.0,3720.0,155151.0,10705.0,589.0
20140131,CHUNGCHEONG,111579.0,149487.0,9250.0,8898.0,5721.0
20140131,GANGWON,67466.0,5264.0,728.0,2048.0,124599.0
20140131,GYEONGGI,460624.0,109315.0,10421.0,10218.0,71904.0
20140131,GYEONGSANG,9212.0,9212.0,22399.0,484794.0,2092.0
20140131,JEOLLA,7925.0,11724.0,242252.0,20869.0,624.0
20140201,CHUNGCHEONG,94035.0,100167.0,4300.0,5184.0,5176.0
20140201,GANGWON,70314.0,5393.0,621.0,1825.0,98846.0
20140201,GYEONGGI,327112.0,66448.0,4046.0,7184.0,37768.0
20140201,GYEONGSANG,18290.0,12295.0,14890.0,350008.0,2484.0
20140201,JEOLLA,20307.0,12804.0,174437.0,25166.0,690.0
20140202,CHUNGCHEONG,73859.0,79542.0,3579.0,4091.0,3875.0
20140202,GANGWON,59329.0,4984.0,635.0,1657.0,65357.0
20140202,GYEONGGI,287950.0,59596.0,3316.0,7270.0,30180.0
20140202,GYEONGSANG,19576.0,9368.0,12051.0,278137.0,1406.0
20140202,JEOLLA,21181.0,9937.0,111668.0,17514.0,733.0
20140203,CHUNGCHEONG,74591.0,124423.0,3419.0,3807.0,5001.0
20140203,GANGWON,37529.0,4328.0,397.0,893.0,56818.0
20140203,GYEONGGI,486730.0,83088.0,2778.0,6391.0,36809.0
20140203,GYEONGSANG,8438.0,4258.0,10186.0,353932.0,944.0
20140203,JEOLLA,5144.0,4305.0,100893.0,10423.0,604.0
20140204,CHUNGCHEONG,78865.0,128989.0,3712.0,4648.0,4883.0
20140204,GANGWON,33253.0,4182.0,386.0,950.0,56687.0
20140204,GYEONGGI,528626.0,81065.0,2683.0,6508.0,34277.0
20140204,GYEONGSANG,6469.0,4383.0,10122.0,365762.0,985.0
20140204,JEOLLA,2736.0,3405.0,97041.0,9518.0,421.0
20140205,CHUNGCHEONG,79460.0,130197.0,3706.0,4565.0,5050.0
20140205,GANGWON,33046.0,4180.0,330.0,904.0,56062.0
20140205,GYEONGGI,538838.0,80789.0,2654.0,6023.0,33948.0
20140205,GYEONGSANG,6355.0,4061.0,9872.0,371129.0,888.0
20140205,JEOLLA,2433.0,3402.0,98764.0,9319.0,377.0
20140206,CHUNGCHEONG,81697.0,133909.0,3806.0,4745.0,5184.0
20140206,GANGWON,34911.0,4352.0,372.0,937.0,58379.0
20140206,GYEONGGI,548011.0,83110.0,2521.0,6062.0,35842.0
20140206,GYEONGSANG,6645.0,4471.0,9763.0,366724.0,921.0
20140206,JEOLLA,2519.0,3442.0,99549.0,9430.0,353.0
20140207,CHUNGCHEONG,96213.0,143909.0,4838.0,5466.0,6015.0
20140207,GANGWON,40367.0,4921.0,494.0,1086.0,54882.0
20140207,GYEONGGI,573627.0,89289.0,3258.0,7161.0,43554.0
20140207,GYEONGSANG,7979.0,5240.0,11498.0,383556.0,1089.0
20140207,JEOLLA,3126.0,4213.0,109996.0,10981.0,442.0
20140208,CHUNGCHEONG,86335.0,116983.0,4500.0,4488.0,6278.0
20140208,GANGWON,42241.0,4418.0,366.0,789.0,50410.0
20140208,GYEONGGI,454972.0,83814.0,3573.0,6067.0,50228.0
20140208,GYEONGSANG,6066.0,4021.0,11914.0,357898.0,1035.0
20140208,JEOLLA,2914.0,4013.0,107743.0,10899.0,410.0
20140209,CHUNGCHEONG,68602.0,87443.0,3425.0,3093.0,4129.0
20140209,GANGWON,45329.0,4305.0,369.0,899.0,39566.0
20140209,GYEONGGI,327056.0,69525.0,2500.0,4646.0,30844.0
20140209,GYEONGSANG,5742.0,3981.0,10658.0,303898.0,724.0
20140209,JEOLLA,3473.0,3726.0,91756.0,10688.0,350.0
20140210,CHUNGCHEONG,78415.0,132790.0,3580.0,3906.0,4947.0
20140210,GANGWON,32587.0,4005.0,327.0,746.0,40807.0
20140210,GYEONGGI,535326.0,88466.0,2654.0,5377.0,34671.0
20140210,GYEONGSANG,5386.0,3748.0,9855.0,356829.0,811.0
20140210,JEOLLA,2375.0,3325.0,103942.0,9284.0,336.0
20140211,CHUNGCHEONG,80898.0,134962.0,3835.0,4540.0,4945.0
20140211,GANGWON,32875.0,4188.0,328.0,925.0,45362.0
20140211,GYEONGGI,549186.0,82655.0,2668.0,6183.0,33836.0
20140211,GYEONGSANG,6461.0,4211.0,10015.0,365002.0,958.0
20140211,JEOLLA,2447.0,3518.0,102924.0,9562.0,369.0
20140212,CHUNGCHEONG,82724.0,134860.0,3998.0,4664.0,5119.0
20140212,GANGWON,34095.0,4140.0,353.0,990.0,50863.0
20140212,GYEONGGI,552101.0,83150.0,2584.0,6054.0,34957.0
20140212,GYEONGSANG,6544.0,4304.0,10343.0,377970.0,944.0
20140212,JEOLLA,2531.0,3625.0,105227.0,9705.0,402.0
20140213,CHUNGCHEONG,86402.0,138459.0,3942.0,4766.0,5119.0
20140213,GANGWON,36263.0,4295.0,375.0,983.0,47086.0
20140213,GYEONGGI,555584.0,86096.0,2794.0,6431.0,37295.0
20140213,GYEONGSANG,6771.0,4637.0,10525.0,378446.0,960.0
20140213,JEOLLA,2684.0,3704.0,106883.0,10189.0,383.0
20140214,CHUNGCHEONG,98811.0,148678.0,5312.0,5745.0,6101.0
20140214,GANGWON,42226.0,5140.0,489.0,1151.0,55286.0
20140214,GYEONGGI,579404.0,93411.0,3888.0,7288.0,48935.0
20140214,GYEONGSANG,8143.0,5376.0,12328.0,399219.0,1174.0
20140214,JEOLLA,3401.0,4471.0,118385.0,11952.0,467.0
20140215,CHUNGCHEONG,96611.0,131446.0,5491.0,5480.0,6671.0
20140215,GANGWON,49554.0,4910.0,448.0,977.0,66951.0
20140215,GYEONGGI,499070.0,97369.0,4827.0,7749.0,61780.0
20140215,GYEONGSANG,7115.0,4889.0,13725.0,383281.0,1095.0
20140215,JEOLLA,3602.0,4594.0,128883.0,12868.0,438.0
20140216,CHUNGCHEONG,83568.0,101376.0,4074.0,3859.0,4637.0
20140216,GANGWON,54300.0,4911.0,416.0,991.0,61983.0
20140216,GYEONGGI,385226.0,82497.0,3047.0,6130.0,42900.0
20140216,GYEONGSANG,7721.0,5085.0,12425.0,329860.0,854.0
20140216,JEOLLA,4751.0,4788.0,108840.0,12860.0,409.0
20140217,CHUNGCHEONG,84228.0,138888.0,3802.0,4370.0,5229.0
20140217,GANGWON,39538.0,4741.0,416.0,845.0,57513.0
20140217,GYEONGGI,551935.0,95681.0,2871.0,5902.0,41037.0
20140217,GYEONGSANG,6121.0,4307.0,10647.0,379046.0,838.0
20140217,JEOLLA,2792.0,3985.0,105523.0,10182.0,443.0
20140218,CHUNGCHEONG,85656.0,136491.0,4034.0,5107.0,5072.0
20140218,GANGWON,36004.0,4547.0,370.0,996.0,50917.0
20140218,GYEONGGI,554771.0,87107.0,2840.0,6476.0,36259.0
20140218,GYEONGSANG,6740.0,4755.0,10572.0,368215.0,970.0
20140218,JEOLLA,2503.0,3635.0,104139.0,9827.0,361.0
20140219,CHUNGCHEONG,85814.0,135801.0,4230.0,4837.0,5172.0
20140219,GANGWON,36608.0,4603.0,362.0,968.0,57376.0
20140219,GYEONGGI,558772.0,85948.0,2850.0,6419.0,37836.0
20140219,GYEONGSANG,6775.0,4440.0,10719.0,380344.0,934.0
20140219,JEOLLA,2740.0,3730.0,107383.0,10225.0,433.0
20140220,CHUNGCHEONG,89142.0,140879.0,4273.0,5224.0,5369.0
20140220,GANGWON,37909.0,4802.0,453.0,1024.0,59145.0
20140220,GYEONGGI,559728.0,89534.0,3085.0,6675.0,38820.0
20140220,GYEONGSANG,7284.0,4921.0,11044.0,383994.0,950.0
20140220,JEOLLA,2892.0,4169.0,108332.0,10917.0,440.0
20140221,CHUNGCHEONG,103422.0,151649.0,5756.0,6358.0,6366.0
20140221,GANGWON,44817.0,5448.0,564.0,1204.0,67442.0
20140221,GYEONGGI,581374.0,98015.0,4056.0,8189.0,51617.0
20140221,GYEONGSANG,8991.0,5999.0,13006.0,406138.0,1216.0
20140221,JEOLLA,3658.0,4959.0,118817.0,12478.0,564.0
20140222,CHUNGCHEONG,100983.0,134308.0,5786.0,6016.0,6857.0
20140222,GANGWON,53801.0,5229.0,465.0,1118.0,79494.0
20140222,GYEONGGI,506535.0,99962.0,5141.0,8493.0,65113.0
20140222,GYEONGSANG,8192.0,5506.0,15098.0,397684.0,1277.0
20140222,JEOLLA,3838.0,4861.0,131789.0,13989.0,517.0
20140223,CHUNGCHEONG,88312.0,108375.0,4493.0,4529.0,4890.0
20140223,GANGWON,58970.0,5259.0,464.0,1135.0,71893.0
20140223,GYEONGGI,393741.0,86203.0,3528.0,6713.0,46348.0
20140223,GYEONGSANG,8725.0,6007.0,13849.0,341600.0,976.0
20140223,JEOLLA,5134.0,5254.0,116360.0,13936.0,454.0
20140224,CHUNGCHEONG,88256.0,142133.0,4019.0,4767.0,5347.0
20140224,GANGWON,42926.0,5012.0,386.0,958.0,66406.0
20140224,GYEONGGI,562942.0,98945.0,3070.0,6812.0,44919.0
20140224,GYEONGSANG,7306.0,4813.0,11846.0,391907.0,1008.0
20140224,JEOLLA,3076.0,4197.0,114004.0,11384.0,471.0
20140225,CHUNGCHEONG,90052.0,145146.0,4397.0,5517.0,5359.0
20140225,GANGWON,42168.0,4961.0,436.0,1100.0,67331.0
20140225,GYEONGGI,569270.0,91711.0,3034.0,7072.0,43091.0
20140225,GYEONGSANG,7661.0,5254.0,11892.0,396213.0,1163.0
20140225,JEOLLA,2921.0,4043.0,114179.0,11280.0,458.0
20140226,CHUNGCHEONG,91402.0,144041.0,4230.0,5164.0,5567.0
20140226,GANGWON,42832.0,4979.0,430.0,1072.0,67795.0
20140226,GYEONGGI,576651.0,91394.0,2887.0,7009.0,43635.0
20140226,GYEONGSANG,7605.0,4868.0,11370.0,378454.0,1106.0
20140226,JEOLLA,2953.0,4256.0,108676.0,10802.0,459.0
20140227,CHUNGCHEONG,91370.0,144680.0,4473.0,5201.0,5466.0
20140227,GANGWON,42370.0,5025.0,440.0,1191.0,68340.0
20140227,GYEONGGI,578473.0,91428.0,3065.0,7176.0,43411.0
20140227,GYEONGSANG,7714.0,5009.0,11831.0,388242.0,1108.0
20140227,JEOLLA,2856.0,4019.0,112197.0,11156.0,496.0
20140228,CHUNGCHEONG,106825.0,158608.0,6204.0,6849.0,6611.0
20140228,GANGWON,49218.0,5976.0,583.0,1310.0,75692.0
20140228,GYEONGGI,600343.0,103585.0,4918.0,9207.0,57931.0
20140228,GYEONGSANG,10337.0,6507.0,15111.0,419588.0,1418.0
20140228,JEOLLA,3815.0,5212.0,128652.0,14199.0,620.0
20140301,CHUNGCHEONG,107112.0,144444.0,6905.0,6396.0,7428.0
20140301,GANGWON,60821.0,5688.0,508.0,1195.0,99664.0
20140301,GYEONGGI,504764.0,109913.0,6467.0,8795.0,71867.0
20140301,GYEONGSANG,8717.0,6066.0,16727.0,378033.0,1442.0
20140301,JEOLLA,4441.0,6042.0,131088.0,14928.0,678.0
20140302,CHUNGCHEONG,97956.0,124018.0,5201.0,4807.0,4978.0
20140302,GANGWON,63574.0,5652.0,545.0,1309.0,87537.0
20140302,GYEONGGI,414530.0,96218.0,3831.0,6918.0,50312.0
20140302,GYEONGSANG,8533.0,7330.0,14976.0,345550.0,1235.0
20140302,JEOLLA,5547.0,7536.0,132200.0,16000.0,457.0
20140303,CHUNGCHEONG,87019.0,142619.0,3843.0,4320.0,5217.0
20140303,GANGWON,40258.0,4672.0,372.0,799.0,61061.0
20140303,GYEONGGI,561126.0,97910.0,2788.0,6046.0,42575.0
20140303,GYEONGSANG,6027.0,4187.0,10720.0,383172.0,900.0
20140303,JEOLLA,2916.0,3885.0,111090.0,10165.0,432.0
20140304,CHUNGCHEONG,85149.0,141514.0,3956.0,4805.0,4971.0
20140304,GANGWON,37345.0,4448.0,337.0,966.0,60160.0
20140304,GYEONGGI,569633.0,87229.0,2704.0,6410.0,38558.0
20140304,GYEONGSANG,6718.0,4443.0,10334.0,378176.0,933.0
20140304,JEOLLA,2586.0,3474.0,105076.0,9826.0,373.0
20140305,CHUNGCHEONG,86158.0,140627.0,3784.0,4702.0,4991.0
20140305,GANGWON,36744.0,4384.0,364.0,918.0,55057.0
20140305,GYEONGGI,568081.0,86209.0,2575.0,6291.0,37072.0
20140305,GYEONGSANG,6462.0,4253.0,10549.0,384447.0,838.0
20140305,JEOLLA,2539.0,3483.0,103912.0,10095.0,366.0
20140306,CHUNGCHEONG,86627.0,141681.0,3950.0,5130.0,5043.0
20140306,GANGWON,37683.0,4495.0,351.0,961.0,59327.0
20140306,GYEONGGI,567143.0,86753.0,2638.0,6285.0,38425.0
20140306,GYEONGSANG,6692.0,4770.0,10721.0,380628.0,981.0
20140306,JEOLLA,2533.0,3732.0,106768.0,10183.0,394.0
20140307,CHUNGCHEONG,99015.0,152670.0,5265.0,5731.0,5998.0
20140307,GANGWON,44166.0,5143.0,508.0,1075.0,67869.0
20140307,GYEONGGI,590578.0,93312.0,3525.0,7101.0,48848.0
20140307,GYEONGSANG,8223.0,5362.0,12513.0,401553.0,1226.0
20140307,JEOLLA,3250.0,4317.0,118693.0,11996.0,463.0
20140308,CHUNGCHEONG,98084.0,137752.0,5462.0,5651.0,6578.0
20140308,GANGWON,50030.0,4914.0,431.0,943.0,76499.0
20140308,GYEONGGI,505454.0,99566.0,4742.0,7341.0,62087.0
20140308,GYEONGSANG,6763.0,4861.0,14524.0,396453.0,1134.0
20140308,JEOLLA,3392.0,4446.0,132830.0,13068.0,464.0
20140309,CHUNGCHEONG,85667.0,107415.0,3950.0,3719.0,4425.0
20140309,GANGWON,53976.0,4858.0,415.0,1034.0,63920.0
20140309,GYEONGGI,374796.0,81743.0,2815.0,5206.0,38698.0
20140309,GYEONGSANG,7257.0,4871.0,12427.0,335176.0,812.0
20140309,JEOLLA,4600.0,6302.0,110898.0,13615.0,447.0
20140310,CHUNGCHEONG,84809.0,142908.0,3809.0,4134.0,5064.0
20140310,GANGWON,38832.0,4688.0,365.0,873.0,61919.0
20140310,GYEONGGI,565940.0,97063.0,2821.0,5660.0,42373.0
20140310,GYEONGSANG,5718.0,4126.0,10757.0,386782.0,874.0
20140310,JEOLLA,2591.0,3809.0,110264.0,10301.0,437.0
20140311,CHUNGCHEONG,86245.0,144639.0,4023.0,4923.0,5096.0
20140311,GANGWON,37739.0,4520.0,359.0,988.0,61264.0
20140311,GYEONGGI,575818.0,87618.0,2757.0,6245.0,39266.0
20140311,GYEONGSANG,6578.0,4500.0,10887.0,387381.0,1019.0
20140311,JEOLLA,2562.0,3584.0,109882.0,10379.0,398.0
20140312,CHUNGCHEONG,83544.0,138432.0,3785.0,4596.0,4975.0
20140312,GANGWON,36673.0,4432.0,362.0,882.0,59241.0
20140312,GYEONGGI,562211.0,84368.0,2409.0,6136.0,36878.0
20140312,GYEONGSANG,6584.0,4287.0,10189.0,374299.0,890.0
20140312,JEOLLA,2553.0,3655.0,102322.0,9858.0,363.0
20140313,CHUNGCHEONG,87221.0,139290.0,3999.0,4582.0,5138.0
20140313,GANGWON,38668.0,4483.0,384.0,925.0,60171.0
20140313,GYEONGGI,578255.0,87116.0,2716.0,6018.0,39239.0
20140313,GYEONGSANG,6662.0,4338.0,10062.0,357915.0,973.0
20140313,JEOLLA,2614.0,3626.0,103720.0,9709.0,364.0
20140314,CHUNGCHEONG,102264.0,157139.0,5592.0,5927.0,6277.0
20140314,GANGWON,45142.0,5369.0,501.0,1203.0,70806.0
20140314,GYEONGGI,606898.0,96666.0,3866.0,7556.0,49480.0
20140314,GYEONGSANG,8308.0,5606.0,13081.0,407803.0,1185.0
20140314,JEOLLA,3272.0,4510.0,122649.0,12069.0,495.0
20140315,CHUNGCHEONG,100529.0,144995.0,5981.0,5808.0,6587.0
20140315,GANGWON,51339.0,5058.0,469.0,988.0,80481.0
20140315,GYEONGGI,530125.0,102844.0,4994.0,7772.0,64018.0
20140315,GYEONGSANG,7056.0,5006.0,15561.0,411373.0,1098.0
20140315,JEOLLA,3568.0,4865.0,142122.0,14101.0,498.0
20140316,CHUNGCHEONG,90206.0,116893.0,4254.0,3899.0,4777.0
20140316,GANGWON,57861.0,5123.0,443.0,976.0,68265.0
20140316,GYEONGGI,411935.0,85724.0,2964.0,5332.0,42395.0
20140316,GYEONGSANG,7396.0,5519.0,14226.0,354464.0,859.0
20140316,JEOLLA,4958.0,5668.0,132756.0,15247.0,439.0
20140317,CHUNGCHEONG,86147.0,146560.0,3935.0,4383.0,5424.0
20140317,GANGWON,39109.0,4739.0,338.0,843.0,64157.0
20140317,GYEONGGI,574435.0,97529.0,2778.0,5733.0,42694.0
20140317,GYEONGSANG,6199.0,4267.0,11388.0,394399.0,982.0
20140317,JEOLLA,2692.0,3915.0,114264.0,10816.0,412.0
